author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/313580733/;Екатеринбург;sale;flat;24;24;3;95.5;29275000;Центр; Большакова;66;Геологическая;RedRock
ID 59663308;homeowner;https://ekb.cian.ru/sale/flat/315108888/;Екатеринбург;sale;flat;4;10;3;58.4;5750000;Чкаловский; Селькоровская;60;Ботаническая;
РСГ-Академическое;developer;https://ekb.cian.ru/sale/flat/314319164/;Екатеринбург;sale;flat;6;16;3;69.59;10311000;;;;Чкаловская;Новая Олимпика ЖК
РСГ-Академическое;developer;https://ekb.cian.ru/sale/flat/314882912/;Екатеринбург;sale;flat;7;10;3;69.2;11175000;; Академика Ландау;53/3;Чкаловская;Кварталы Конструктивизма
Самолет Плюс Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/310419629/;Екатеринбург;sale;flat;3;9;3;74.2;6430000;Октябрьский; Байкальская;23;Геологическая;
Форум-групп;developer;https://ekb.cian.ru/sale/flat/313931861/;Екатеринбург;sale;flat;13;24;3;81.5;15894765;Железнодорожный; Одинарка;6;Динамо;Ольховский парк
ID 129785099;realtor;https://ekb.cian.ru/sale/flat/316064569/;Екатеринбург;sale;flat;1;9;3;64.0;6599999;Кировский; Владимира Высоцкого;18;;
Философия Идеалистов;developer;https://ekb.cian.ru/sale/flat/306323282/;Екатеринбург;sale;flat;2;16;3;58.64;9822200;Верх-Исетский;Юго-Западный жилрайон;;Геологическая;Философия Идеалистов на Черкасской ЖК
Новосёл;real_estate_agent;https://ekb.cian.ru/sale/flat/307747397/;Екатеринбург;sale;flat;5;9;3;58.0;7050000;Октябрьский; Луначарского;225;Геологическая;
Форум-групп;developer;https://ekb.cian.ru/sale/flat/313685025/;Екатеринбург;sale;flat;12;29;3;76.6;18757152;Центр;Центральный жилрайон;;Площадь 1905 года;Форма ЖК
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/313174615/;Екатеринбург;sale;flat;1;9;3;60.9;7100000;Октябрьский; Куйбышева;86к1;Геологическая;
Форум-групп;developer;https://ekb.cian.ru/sale/flat/307292817/;Екатеринбург;sale;flat;24;25;3;74.68;12671868;Орджоникидзевский; Энтузиастов;;Уралмаш;Доминанта
ID 49389637;realtor;https://ekb.cian.ru/sale/flat/315792305/;Екатеринбург;sale;flat;3;4;3;65.0;8500000;Центр; Розы Люксембург;59;Геологическая;
Лето на Титова;developer;https://ekb.cian.ru/sale/flat/308253607/;Екатеринбург;sale;flat;2;27;3;49.1;7883005;Чкаловский;Лето на Титова жилой квартал;;Ботаническая;Лето на Титова
ID 22552159;homeowner;https://ekb.cian.ru/sale/flat/315766940/;Екатеринбург;sale;flat;2;13;3;67.1;8500000;; Евгения Савкова;23/2;Геологическая;Меридиан
СКМ Девелопмент;developer;https://ekb.cian.ru/sale/flat/313678809/;Екатеринбург;sale;flat;3;15;3;92.35;14400000;Верх-Исетский; Викулова;41Б;Площадь 1905 года;Дом Викулов
Новосёл;real_estate_agent;https://ekb.cian.ru/sale/flat/310508709/;Екатеринбург;sale;flat;10;26;3;64.0;8990000;Кировский; Блюхера;95;Машиностроителей;Уральский
ЛСР. Недвижимость;developer;https://ekb.cian.ru/sale/flat/313042966/;Екатеринбург;sale;flat;3;15;3;70.7;9139389;Кировский;Комсомольский жилрайон;;Чкаловская;Малахит ЖК
Самолет Плюс Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/312676838/;Екатеринбург;sale;flat;16;17;3;81.2;9200000;; Краснолесья;159;Геологическая;
Ривьера-Инвест-Екб;developer;https://ekb.cian.ru/sale/flat/309612575/;Екатеринбург;sale;flat;23;25;3;78.7;9837500;Чкаловский; 2-я Новосибирская;10;Ботаническая;Южный сад
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/315080282/;Екатеринбург;sale;flat;15;25;3;89.5;11650000;Ленинский; Громова;30;Чкаловская;Дом на Ясной
ЛСР. Недвижимость;developer;https://ekb.cian.ru/sale/flat/314910977/;Екатеринбург;sale;flat;6;24;3;75.9;9223368;;;;Чкаловская;Меридиан ЖК
TIME-HOME;real_estate_agent;https://ekb.cian.ru/sale/flat/315431962/;Екатеринбург;sale;flat;15;22;3;109.7;12529200;;;6;Геологическая;First
Дом мечты;real_estate_agent;https://ekb.cian.ru/sale/flat/313985223/;Екатеринбург;sale;flat;3;28;3;77.0;14000000;Железнодорожный; Одинарка;6;Уральская;Ольховский парк
ЖилСтрой;developer;https://ekb.cian.ru/sale/flat/313564729/;Екатеринбург;sale;flat;5;13;3;77.97;11836000;; Очеретина;16;Чкаловская;Горки
Кулиговская и Партнёры;real_estate_agent;https://ekb.cian.ru/sale/flat/309721363/;Екатеринбург;sale;flat;20;29;3;74.8;14670000;Центр; Свердлова;32Б;Динамо;Екатерининский парк
TETRIS Group;developer;https://ekb.cian.ru/sale/flat/313992063/;Екатеринбург;sale;flat;17;32;3;55.19;7318194;Орджоникидзевский;;;Проспект Космонавтов;Квартал Моменты на Космонавтов
ID 101254513;homeowner;https://ekb.cian.ru/sale/flat/315062458/;Екатеринбург;sale;flat;21;25;3;69.0;14850000;Кировский; Владимира Высоцкого;7А;Площадь 1905 года;Квартал-парк Каменные Палатки
АТОМ;developer;https://ekb.cian.ru/sale/flat/311656194/;Екатеринбург;sale;flat;3;8;3;77.53;9750000;; Николая Кичигина;7/4;Чкаловская;NOVA park
КВИКО;real_estate_agent;https://ekb.cian.ru/sale/flat/311987674/;Екатеринбург;sale;flat;2;17;3;83.4;7998000;; Анатолия Мехренцева;46;Чкаловская;
BAZA Development;representative_developer;https://ekb.cian.ru/sale/flat/305751003/;Екатеринбург;sale;flat;3;17;3;81.34;14129940;Ленинский; Шаумяна;30;Чкаловская;Южные кварталы
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/305814106/;Екатеринбург;sale;flat;20;21;3;207.9;207000000;Центр;набережная Олимпийская;13;Динамо;
Самолет Плюс Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/314305153/;Екатеринбург;sale;flat;3;5;3;58.0;5950000;Орджоникидзевский;проспект Космонавтов;94;Проспект Космонавтов;
ДОМОС КЛУБ;real_estate_agent;https://ekb.cian.ru/sale/flat/310682723/;Екатеринбург;sale;flat;4;5;3;56.0;5400000;Верх-Исетский; Заводская;14;Площадь 1905 года;
РСГ-Академическое;developer;https://ekb.cian.ru/sale/flat/314882910/;Екатеринбург;sale;flat;9;10;3;67.9;11444000;; Академика Ландау;53;Чкаловская;Кварталы Конструктивизма
Содружество;real_estate_agent;https://ekb.cian.ru/sale/flat/313913761/;Екатеринбург;sale;flat;4;10;3;63.0;7100000;Чкаловский; Родонитовая;8;Ботаническая;
Стройтэк;developer;https://ekb.cian.ru/sale/flat/297265141/;Екатеринбург;sale;flat;2;21;3;71.52;8760000;Верх-Исетский; Крауля;170А;Площадь 1905 года;Янтарная Долина
Profrealt;real_estate_agent;https://ekb.cian.ru/sale/flat/315076425/;Екатеринбург;sale;flat;16;32;3;93.7;17750000;; Московская;190;Чкаловская;
Парадайс;real_estate_agent;https://ekb.cian.ru/sale/flat/315869366/;Екатеринбург;sale;flat;4;9;3;60.2;5900000;Кировский; Сулимова;49;Машиностроителей;
Самолет Плюс Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/300822457/;Екатеринбург;sale;flat;2;9;3;57.2;5800000;Верх-Исетский; Викулова;37к1;Площадь 1905 года;
АТОМ;developer;https://ekb.cian.ru/sale/flat/307194594/;Екатеринбург;sale;flat;3;26;3;85.0;10350000;Чкаловский; Щербакова;148/2;Ботаническая;River Park
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/296452930/;Екатеринбург;sale;flat;3;32;3;123.4;35000000;Центр; Хохрякова;63;Геологическая;
Сторинг;developer;https://ekb.cian.ru/sale/flat/301646162/;Екатеринбург;sale;flat;4;13;3;75.16;12277200;Кировский; Библиотечная;38;Геологическая;Дом на Библиотечной
Макромир Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/316083752/;Екатеринбург;sale;flat;4;9;3;57.7;6000000;Орджоникидзевский; Ломоносова;63;Проспект Космонавтов;
5 Авеню;real_estate_agent;https://ekb.cian.ru/sale/flat/306142196/;Екатеринбург;sale;flat;2;5;3;59.2;5300000;Ленинский; Академика Бардина;11к2;Чкаловская;
Лето на Титова;developer;https://ekb.cian.ru/sale/flat/308253610/;Екатеринбург;sale;flat;3;27;3;78.0;11848200;Чкаловский;Лето на Титова жилой квартал;;Ботаническая;Лето на Титова
Уральский Дом Недвижимости;real_estate_agent;https://ekb.cian.ru/sale/flat/313674989/;Екатеринбург;sale;flat;4;5;3;58.3;6300000;Центр; Восточная;84;Геологическая;
Надежда Щеколдина;realtor;https://ekb.cian.ru/sale/flat/315586907/;Екатеринбург;sale;flat;2;9;3;52.5;5290000;Орджоникидзевский; Шефская;89к1;Проспект Космонавтов;
BAZA Development;developer;https://ekb.cian.ru/sale/flat/315488129/;Екатеринбург;sale;flat;25;25;3;76.17;12467962;Октябрьский;;;Геологическая;ДНК: Дом на Куйбышева ЖК
АТОМ;developer;https://ekb.cian.ru/sale/flat/313233588/;Екатеринбург;sale;flat;8;12;3;88.53;13900000;Верх-Исетский;переулок Ударников;33;Площадь 1905 года;REPIN TOWERS
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/303744607/;Екатеринбург;sale;flat;1;25;3;107.86;29990000;; Московская;249;Чкаловская;Парк Столиц
СКМ Девелопмент;developer;https://ekb.cian.ru/sale/flat/297177279/;Екатеринбург;sale;flat;3;12;3;76.69;12800000;Верх-Исетский;переулок Ударников;33;Площадь 1905 года;REPIN TOWERS
Ориентир. Недвижимость;real_estate_agent;https://ekb.cian.ru/sale/flat/313037010/;Екатеринбург;sale;flat;6;9;3;60.8;6600000;Кировский; Блюхера;57;Динамо;
УГМК-Застройщик;developer;https://ekb.cian.ru/sale/flat/310223394/;Екатеринбург;sale;flat;6;28;3;112.6;24176000;Верх-Исетский;;;Площадь 1905 года;Нагорный
Самолет Плюс Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/314740125/;Екатеринбург;sale;flat;4;12;3;78.0;10000000;Кировский; Вилонова;20;Машиностроителей;
РСГ-Академическое;developer;https://ekb.cian.ru/sale/flat/314323317/;Екатеринбург;sale;flat;7;22;3;70.48;10272000;; Краснолесья;94с2;Чкаловская;Первый Академ
Кулиговская и Партнёры;real_estate_agent;https://ekb.cian.ru/sale/flat/314394254/;Екатеринбург;sale;flat;5;7;3;91.0;28000000;Центр; Первомайская;60;Площадь 1905 года;
Уральский Дом Недвижимости;real_estate_agent;https://ekb.cian.ru/sale/flat/306917480/;Екатеринбург;sale;flat;10;10;3;63.2;5700000;Чкаловский; Бисертская;16к3;Ботаническая;
Брусника;developer;https://ekb.cian.ru/sale/flat/312768971/;Екатеринбург;sale;flat;2;7;3;82.75;11630000;Орджоникидзевский;переулок Механический;9;Проспект Космонавтов;Северный квартал
Кулиговская и Партнёры;real_estate_agent;https://ekb.cian.ru/sale/flat/313046968/;Екатеринбург;sale;flat;17;32;3;93.0;22950000;Центр; Азина;22/7;Уральская;
А.ЛИРА;real_estate_agent;https://ekb.cian.ru/sale/flat/310677617/;Екатеринбург;sale;flat;5;5;3;50.7;5390000;Центр; Луначарского;53А;Динамо;
Кулиговская и Партнёры;real_estate_agent;https://ekb.cian.ru/sale/flat/295753107/;Екатеринбург;sale;flat;7;17;3;123.0;25200000;Железнодорожный; Печерская;4;Динамо;Квартал На Некрасова
Кулиговская и Партнёры;real_estate_agent;https://ekb.cian.ru/sale/flat/309733975/;Екатеринбург;sale;flat;4;20;3;115.0;41500000;Центр;набережная Олимпийская;9/1;Динамо;
Лилия Перепелкина;realtor;https://ekb.cian.ru/sale/flat/315881869/;Екатеринбург;sale;flat;8;16;3;73.3;6900000;Чкаловский; Эскадронная;29;Ботаническая;
BAZA Development;representative_developer;https://ekb.cian.ru/sale/flat/305675534/;Екатеринбург;sale;flat;8;25;3;77.67;10951470;Кировский; Студенческая;1Нк4;Уральская;Тёплые кварталы
ID 122566842;homeowner;https://ekb.cian.ru/sale/flat/308220021/;Екатеринбург;sale;flat;6;15;3;86.7;28000000;Октябрьский; Ткачей;19/2;Геологическая;Clever park
РЕПУТАЦИЯ;real_estate_agent;https://ekb.cian.ru/sale/flat/315647784/;Екатеринбург;sale;flat;6;9;3;63.7;5890000;Октябрьский; Варшавская;28;Геологическая;
Ривьера-Инвест-Екб;developer;https://ekb.cian.ru/sale/flat/309611337/;Екатеринбург;sale;flat;21;25;3;81.9;11466000;Железнодорожный;проспект Космонавтов;7А;Уральская;Космос
Кулиговская и Партнёры;real_estate_agent;https://ekb.cian.ru/sale/flat/305730569/;Екатеринбург;sale;flat;7;9;3;90.5;39500000;Центр; Степана Разина;23;Геологическая;Александровский сад
Содружество;real_estate_agent;https://ekb.cian.ru/sale/flat/313752115/;Екатеринбург;sale;flat;5;9;3;60.2;6320000;Верх-Исетский; Гурзуфская;34;Геологическая;
ГК Икар;developer;https://ekb.cian.ru/sale/flat/310551573/;Екатеринбург;sale;flat;1;4;3;76.23;10834000;Ленинский;;;Чкаловская;Центральный парк ЖК
РЕПУТАЦИЯ;real_estate_agent;https://ekb.cian.ru/sale/flat/312899769/;Екатеринбург;sale;flat;3;3;3;76.2;8950000;Верх-Исетский; Евгения Савкова;56;Геологическая;
Домкомм;real_estate_agent;https://ekb.cian.ru/sale/flat/311487551/;Екатеринбург;sale;flat;3;5;3;57.3;5550000;Ленинский; Громова;140;Чкаловская;
Брусника;developer;https://ekb.cian.ru/sale/flat/304550496/;Екатеринбург;sale;flat;3;16;3;107.85;12690000;Чкаловский; Гастелло;19А;Ботаническая;Шишимская горка
Кулиговская и Партнёры;real_estate_agent;https://ekb.cian.ru/sale/flat/312266274/;Екатеринбург;sale;flat;5;27;3;116.0;48000000;Центр;площадь Октябрьская;7;Площадь 1905 года;
Новосёл;real_estate_agent;https://ekb.cian.ru/sale/flat/315681372/;Екатеринбург;sale;flat;2;5;3;59.0;5790000;Верх-Исетский; Посадская;56к2;Геологическая;
Федерация;real_estate_agent;https://ekb.cian.ru/sale/flat/305867001/;Екатеринбург;sale;flat;3;4;3;84.0;12385000;Центр;проспект Ленина;81;Площадь 1905 года;
Бизнес контакт;real_estate_agent;https://ekb.cian.ru/sale/flat/315037112/;Екатеринбург;sale;flat;3;4;3;53.3;6400000;Октябрьский; Куйбышева;48к1;Геологическая;
Ривьера-Инвест-Екб;developer;https://ekb.cian.ru/sale/flat/309611824/;Екатеринбург;sale;flat;2;25;3;90.65;11331250;Орджоникидзевский;;;Проспект Космонавтов;Веер Парк ЖК
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/302160831/;Екатеринбург;sale;flat;2;6;3;58.7;4699000;Железнодорожный; Техническая;68;Уральская;
Стройтэк;real_estate_agent;https://ekb.cian.ru/sale/flat/315252983/;Екатеринбург;sale;flat;9;9;3;58.1;6990000;Кировский; Боровая;23;Машиностроителей;
Практика;developer;https://ekb.cian.ru/sale/flat/313061144/;Екатеринбург;sale;flat;2;21;3;75.53;9996960;Орджоникидзевский; Шефская;42;Проспект Космонавтов;На Шефской
СамолетПлюс;real_estate_agent;https://ekb.cian.ru/sale/flat/299850752/;Екатеринбург;sale;flat;3;7;3;99.8;9999000;Ленинский; Краснолесья;14к2;Чкаловская;
ДОМОС КЛУБ;real_estate_agent;https://ekb.cian.ru/sale/flat/314427159/;Екатеринбург;sale;flat;5;9;3;65.0;5195000;Орджоникидзевский; Кировградская;34;Уралмаш;
Практика;developer;https://ekb.cian.ru/sale/flat/313062373/;Екатеринбург;sale;flat;17;30;3;100.1;13989403;Орджоникидзевский;;;Проспект Космонавтов;Настоящий ЖК
Федерация;real_estate_agent;https://ekb.cian.ru/sale/flat/302103453/;Екатеринбург;sale;flat;6;16;3;84.0;12350000;; 8 Марта;181к2;Чкаловская;
Юлия Пакетова;realtor;https://ekb.cian.ru/sale/flat/313840154/;Екатеринбург;sale;flat;3;5;3;59.0;4800000;Орджоникидзевский; Старых Большевиков;84к4;Проспект Космонавтов;
ID 95790912;realtor;https://ekb.cian.ru/sale/flat/311616829/;Екатеринбург;sale;flat;5;10;3;107.4;62000000;Центр; Хохрякова;48;Геологическая;
Новосёл;real_estate_agent;https://ekb.cian.ru/sale/flat/315888385/;Екатеринбург;sale;flat;3;9;3;57.5;5550000;Кировский;бульвар Сиреневый;3;Площадь 1905 года;
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/315858713/;Екатеринбург;sale;flat;21;24;3;84.0;12290000;Чкаловский; Братская;27к3;Ботаническая;
Александр Нечаев;realtor;https://ekb.cian.ru/sale/flat/314641487/;Екатеринбург;sale;flat;2;14;3;64.4;5650000;Чкаловский; Круговая;18;Ботаническая;Рудный
АТОМ;representative_developer;https://ekb.cian.ru/sale/flat/315510816/;Екатеринбург;sale;flat;9;28;3;98.08;21800000;Центр; Маршала Жукова;16;Динамо;Revolution Towers
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/316121831/;Екатеринбург;sale;flat;6;9;3;59.0;6950000;Кировский;бульвар Сиреневый;5;Площадь 1905 года;
Содружество;real_estate_agent;https://ekb.cian.ru/sale/flat/315631214/;Екатеринбург;sale;flat;7;9;3;63.0;6890000;Кировский;переулок Асбестовский;3к2;Динамо;
Практика;developer;https://ekb.cian.ru/sale/flat/313061818/;Екатеринбург;sale;flat;22;25;3;54.7;8030243;Чкаловский; Монтерская;8;Ботаническая;H2O жилые высотки
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/305744176/;Екатеринбург;sale;flat;3;16;3;130.4;19800000;Верх-Исетский; Малышева;3;Площадь 1905 года;
ГРАНАТ;real_estate_agent;https://ekb.cian.ru/sale/flat/316015426/;Екатеринбург;sale;flat;7;9;3;61.0;4999000;Чкаловский; Эскадронная;6;Ботаническая;
