author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Винтеко;developer;https://spb.cian.ru/sale/flat/290200473/;Санкт-Петербург;sale;flat;5;7;4;152.8;92464368;Василеостровский;13-я Васильевского острова линия;50;Василеостровская;Клубный дом Манхэттен
DYAKONOV ESTATE;real_estate_agent;https://spb.cian.ru/sale/flat/304872212/;Санкт-Петербург;sale;flat;4;5;4;115.0;15999999;Василеостровский;8-я Васильевского острова линия;85;Василеостровская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312293898/;Санкт-Петербург;sale;flat;3;14;4;115.93;28321699;Василеостровский;Гавань;;Приморская;Морская Набережная ЖК
Адвекс;real_estate_agent;https://spb.cian.ru/sale/flat/310877912/;Санкт-Петербург;sale;flat;3;4;4;78.6;15900000;Василеостровский;5-я Васильевского острова линия;8;Василеостровская;
Будь первым;real_estate_agent;https://spb.cian.ru/sale/flat/315454310/;Санкт-Петербург;sale;flat;3;5;4;95.0;17500000;Центральный;Греческий проспект;17;Площадь Восстания;
Ринкон;real_estate_agent;https://spb.cian.ru/sale/flat/315610194/;Санкт-Петербург;sale;flat;3;7;4;117.0;41500000;Петроградский; Графтио;4;Петроградская;
ПАН Партнер;real_estate_agent;https://spb.cian.ru/sale/flat/315581415/;Санкт-Петербург;sale;flat;4;5;4;122.4;17500000;Василеостровский;15-я Васильевского острова линия;68;Василеостровская;
Master-Group Real Estate;representative_developer;https://spb.cian.ru/sale/flat/315242630/;Санкт-Петербург;sale;flat;6;8;4;131.25;80831165;Петроградский;набережная Реки Карповки;27;Петроградская;Клубный дом MELTZER HALL
ПРАЙМ недвижимость - Пушкинская;real_estate_agent;https://spb.cian.ru/sale/flat/314980708/;Санкт-Петербург;sale;flat;3;5;4;158.1;22550000;Центральный;Пушкинская ;20;Площадь Восстания;
Welcome 24;real_estate_agent;https://spb.cian.ru/sale/flat/314201512/;Санкт-Петербург;sale;flat;3;5;4;59.2;12500000;Петроградский;Чкаловский проспект;16;Чкаловская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/301955781/;Санкт-Петербург;sale;flat;6;7;4;123.5;85585500;Петроградский;Петровский проспект;28к2;Крестовский остров;Grand View
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/311251493/;Санкт-Петербург;sale;flat;16;18;4;115.0;45000000;Невский; Дыбенко;2;Улица Дыбенко;Цивилизация на Неве
Петербургский Риэлтор;real_estate_agent;https://spb.cian.ru/sale/flat/297349671/;Санкт-Петербург;sale;flat;3;5;4;129.0;18700000;Центральный;Захарьевская ;21;Чернышевская;
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/314020656/;Санкт-Петербург;sale;flat;4;7;4;152.1;98500000;Петроградский;Петровская набережная;2к2;Горьковская;
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/sale/flat/309612453/;Санкт-Петербург;sale;flat;5;7;4;85.8;16799999;Центральный;Таврическая ;43Б;Чернышевская;
Прагма;developer;https://spb.cian.ru/sale/flat/303270610/;Санкт-Петербург;sale;flat;3;23;4;128.0;22792715;Выборгский;Парнас;;Парнас;Прагма city
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/309999562/;Санкт-Петербург;sale;flat;3;4;4;283.0;88900000;Центральный;Фурштатская ;19;Чернышевская;
Михаил Сагандуков;realtor;https://spb.cian.ru/sale/flat/306576382/;Санкт-Петербург;sale;flat;3;5;4;88.5;12400000;Выборгский;Лесной проспект;39к2;Лесная;
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/305469075/;Санкт-Петербург;sale;flat;7;7;4;114.1;102690000;Петроградский;набережная Реки Карповки;31к1;Спортивная;Северная Корона
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/293751348/;Санкт-Петербург;sale;flat;9;9;4;163.14;84832800;Центральный;проспект Бакунина;33;Площадь Александра Невского;Bakunina 33
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/313732550/;Санкт-Петербург;sale;flat;4;5;4;263.0;110000000;Центральный;Смольный проспект;6;Чернышевская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312287798/;Санкт-Петербург;sale;flat;1;8;4;204.0;;Петроградский;Петровский проспект;11к2;Крестовский остров;Neva Haus
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/315719479/;Санкт-Петербург;sale;flat;6;8;4;129.6;120000000;Петроградский;Петровский проспект;26к2;Крестовский остров;The One
Главстрой;developer;https://spb.cian.ru/sale/flat/313106671/;Санкт-Петербург;sale;flat;6;23;4;111.61;21507247;Приморский; Ивинская;1к1;Зенит;Юнтолово
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/301517689/;Санкт-Петербург;sale;flat;5;7;4;205.9;123500000;Петроградский;проезд Петровская коса;6к1;Крестовский остров;Петровская Доминанта
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/314890173/;Санкт-Петербург;sale;flat;6;6;4;103.56;72492000;Петроградский; Профессора Попова;38;Петроградская;ID Petrogradskaya
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/299727151/;Санкт-Петербург;sale;flat;1;4;4;227.0;189999000;Петроградский;Крестовский проспект;4;Крестовский остров;Клубный дом Крестовский IV
КВС;developer;https://spb.cian.ru/sale/flat/309370558/;Санкт-Петербург;sale;flat;3;4;4;99.06;22502525;Пушкинский;;;Рыбацкое;Дубровский ЖК
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/308117234/;Санкт-Петербург;sale;flat;10;16;4;206.8;199000000;Выборгский;Большой Сампсониевский проспект;4-6;Площадь Ленина;
GloraX;developer;https://spb.cian.ru/sale/flat/302930235/;Санкт-Петербург;sale;flat;14;14;4;128.8;37821332;Красногвардейский;проспект Энергетиков;2к1;;GloraX Заневский
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/299566955/;Санкт-Петербург;sale;flat;2;4;4;443.0;370000000;Петроградский;Чкаловское;5;Крестовский остров;
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/315749442/;Санкт-Петербург;sale;flat;4;16;4;127.1;37108737;Адмиралтейский; Парфеновская;6к1;Фрунзенская;Promenade
ID 56282898;homeowner;https://spb.cian.ru/sale/flat/276463594/;Санкт-Петербург;sale;flat;2;9;-1;71.2;4600000;Фрунзенский;Купчинская ;8К1;Купчино;
ФСК;developer;https://spb.cian.ru/sale/flat/307818420/;Санкт-Петербург;sale;flat;9;10;4;142.17;99282571;Центральный;Новгородская ;11АВ;Площадь Александра Невского;Клубный дом N8
Апартаменты Петербурга;real_estate_agent;https://spb.cian.ru/sale/flat/315246551/;Санкт-Петербург;sale;flat;2;5;4;80.0;16000000;Центральный; Константина Заслонова;11;Лиговский проспект;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312285063/;Санкт-Петербург;sale;flat;4;8;4;115.9;48515740;Петроградский;Ремесленная ;15;Спортивная;Neva Residence
Колвэй;real_estate_agent;https://spb.cian.ru/sale/flat/301310390/;Санкт-Петербург;sale;flat;5;5;4;109.1;16500000;Центральный;10-я Советская ;21;Площадь Александра Невского;
Master-Group Real Estate;representative_developer;https://spb.cian.ru/sale/flat/316176268/;Санкт-Петербург;sale;flat;13;23;4;113.23;36505560;Калининский;Полюстровский проспект;77;Выборгская;БелАрт
Ампир Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/302253029/;Санкт-Петербург;sale;flat;5;5;4;93.0;18500000;Петроградский;Петроградская набережная;26-28Ч;Горьковская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/304792400/;Санкт-Петербург;sale;flat;7;7;4;119.47;72040410;Василеостровский;;;Горный институт;Империал Клаб ЖК
Андрей Супряткин;realtor;https://spb.cian.ru/sale/flat/315729844/;Санкт-Петербург;sale;flat;4;17;4;98.3;22000000;Выборгский; Асафьева;3к1;Проспект Просвещения;
Element;developer;https://spb.cian.ru/sale/flat/305424071/;Санкт-Петербург;sale;flat;1;5;4;95.75;45658388;Курортный; Инструментальщиков;18;Беговая;BEREG.Курортный
ID 56661153;realtor;https://spb.cian.ru/sale/flat/295308929/;Санкт-Петербург;sale;flat;5;5;4;140.5;23000000;Центральный;Невский проспект;139;Площадь Александра Невского;
Master-Group Real Estate;representative_developer;https://spb.cian.ru/sale/flat/316175202/;Санкт-Петербург;sale;flat;13;18;4;95.3;22276415;Московский;Кубинская ;82к3с1;Ленинский проспект;Cube
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/311161902/;Санкт-Петербург;sale;flat;1;4;4;97.2;23500000;Петроградский;Лахтинская ;7;Чкаловская;
КВС;developer;https://spb.cian.ru/sale/flat/298151315/;Санкт-Петербург;sale;flat;3;17;4;105.86;30159423;Калининский;Финляндский;;;Квартал бизнес-класса Б15
ID 127920619;homeowner;https://spb.cian.ru/sale/flat/314590947/;Санкт-Петербург;sale;flat;6;7;4;108.0;25500000;Московский; Типанова;7;Московская;
ГРАФИТ;developer;https://spb.cian.ru/sale/flat/304160164/;Санкт-Петербург;sale;flat;2;3;4;159.26;59841945;Пушкинский;;;Шушары;VI Квартал
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/316064990/;Санкт-Петербург;sale;flat;21;22;4;109.2;27600000;Красносельский;Ленинский проспект;74к2;Ленинский проспект;Монреаль
Фабрика Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/305009139/;Санкт-Петербург;sale;flat;3;3;4;114.4;28900000;Центральный; Чайковского;33-37;Чернышевская;
БФА-Девелопмент;developer;https://spb.cian.ru/sale/flat/302588034/;Санкт-Петербург;sale;flat;16;24;4;114.8;26217000;Красносельский;Ленинский проспект;39с1;Автово;Огни Залива
Кирилл Брунин;realtor;https://spb.cian.ru/sale/flat/285975312/;Санкт-Петербург;sale;flat;5;9;4;85.0;28999999;Приморский;Планерная ;87к1;Комендантский проспект;FoRest Аквилон
BEYOND. ex-Engel Volkers;representative_developer;https://spb.cian.ru/sale/flat/314731303/;Санкт-Петербург;sale;flat;3;9;4;180.51;71376500;Петроградский;Петровский проспект;11к3;Крестовский остров;Neva Haus
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/301559470/;Санкт-Петербург;sale;flat;3;6;4;123.8;32000000;Центральный;Суворовский проспект;38Б;Чернышевская;
Element;developer;https://spb.cian.ru/sale/flat/311653893/;Санкт-Петербург;sale;flat;16;18;4;150.32;127772000;Василеостровский;Морской;;Приморская;Башни Элемент ЖК
Елена Алексеева;realtor;https://spb.cian.ru/sale/flat/314042654/;Санкт-Петербург;sale;flat;5;10;4;140.0;32990000;Василеостровский;Уральская ;2;Спортивная;Самоцветы
Element;developer;https://spb.cian.ru/sale/flat/309397341/;Санкт-Петербург;sale;flat;10;18;4;111.28;76143340;Василеостровский;Морской;;Приморская;Башни Элемент ЖК
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/307382026/;Санкт-Петербург;sale;flat;3;6;4;113.5;34000000;Адмиралтейский;Большой Казачий переулок;8;Пушкинская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312287803/;Санкт-Петербург;sale;flat;4;9;4;178.1;96583630;Петроградский;Петровский проспект;11к3;Чкаловская;Neva Haus
АН Петро-риэлт;real_estate_agent;https://spb.cian.ru/sale/flat/309733163/;Санкт-Петербург;sale;flat;3;6;4;130.1;34900000;Петроградский;Большая Пушкарская ;52;Петроградская;
БФА-Девелопмент;developer;https://spb.cian.ru/sale/flat/312769182/;Санкт-Петербург;sale;flat;5;20;4;126.44;27600000;Красносельский; Маршала Захарова;10;Проспект Ветеранов;Огни Залива
Петербургская Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/310460513/;Санкт-Петербург;sale;flat;11;25;4;142.3;35700000;Выборгский;проспект Энгельса;93;Удельная;Живой Родник
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/315749441/;Санкт-Петербург;sale;flat;3;16;4;144.6;42394303;Адмиралтейский; Парфеновская;6к1;Фрунзенская;Promenade
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/302884485/;Санкт-Петербург;sale;flat;4;4;4;139.9;36990000;Центральный;Большая Конюшенная ;1;Гостиный двор;
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/314891227/;Санкт-Петербург;sale;flat;3;6;4;97.61;60518200;Петроградский; Профессора Попова;38;Петроградская;ID Petrogradskaya
ТН-Брокер;real_estate_agent;https://spb.cian.ru/sale/flat/315976240/;Санкт-Петербург;sale;flat;2;3;4;176.9;39696360;Василеостровский;15-я Васильевского острова линия;84;Василеостровская;Халькон
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/314890053/;Санкт-Петербург;sale;flat;6;6;4;130.2;91140000;Петроградский; Профессора Попова;38;Петроградская;ID Petrogradskaya
ID 129471455;realtor;https://spb.cian.ru/sale/flat/315799718/;Санкт-Петербург;sale;flat;3;11;4;145.4;41439000;Московский;Сызранская ;15Б;Электросила;iD Park Pobedy
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312287834/;Санкт-Петербург;sale;flat;5;8;4;180.7;91723320;Петроградский;Петровский проспект;11к3;Спортивная;Neva Haus
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/300074580/;Санкт-Петербург;sale;flat;7;10;4;115.0;41300000;Центральный;Кременчугская ;13к2;Площадь Александра Невского;Царская столица
FisherGroup;real_estate_agent;https://spb.cian.ru/sale/flat/314046152/;Санкт-Петербург;sale;flat;1;3;4;64.4;7700000;Кировский; Трефолева;14;Кировский завод;
Панорама;real_estate_agent;https://spb.cian.ru/sale/flat/256989146/;Санкт-Петербург;sale;flat;1;5;4;75.2;15800000;Центральный;Тверская ;16;Чернышевская;
Ирина Степанова;realtor;https://spb.cian.ru/sale/flat/315612110/;Санкт-Петербург;sale;flat;3;3;4;260.0;47500000;Приморский;1-я Утиная ;17к1;Озерки;
Алексей Богданов;realtor;https://spb.cian.ru/sale/flat/312677359/;Санкт-Петербург;sale;flat;2;5;4;49.3;7050000;Кировский; Зины Портновой;20;Ленинский проспект;
GLENDELS;real_estate_agent;https://spb.cian.ru/sale/flat/308235261/;Санкт-Петербург;sale;flat;14;16;4;143.0;29900000;Калининский; Веденеева;2;Политехническая;
Zебра;real_estate_agent;https://spb.cian.ru/sale/flat/315657161/;Санкт-Петербург;sale;flat;3;9;4;74.1;10000000;Выборгский;проспект Энгельса;121К1;Проспект Просвещения;
Vysotsky Estate;real_estate_agent;https://spb.cian.ru/sale/flat/314747543/;Санкт-Петербург;sale;flat;4;5;4;135.3;20700000;Петроградский;Каменноостровский проспект;59;Петроградская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/312945401/;Санкт-Петербург;sale;flat;5;7;4;129.8;85278600;Петроградский;Петровский проспект;28к2;Крестовский остров;Grand View
Гранит Инвест;real_estate_agent;https://spb.cian.ru/sale/flat/300081300/;Санкт-Петербург;sale;flat;3;11;4;144.4;42995744;Адмиралтейский;набережная Обводного Канала;108;Фрунзенская;
Адвекс;real_estate_agent;https://spb.cian.ru/sale/flat/311748025/;Санкт-Петербург;sale;flat;2;6;4;94.5;15450000;Центральный;Лиговский проспект;139;Обводный канал;
Панорама;real_estate_agent;https://spb.cian.ru/sale/flat/307968914/;Санкт-Петербург;sale;flat;3;5;4;49.1;6700000;Московский; Костюшко;11;Московская;
Залина Цалоева;realtor;https://spb.cian.ru/sale/flat/295112299/;Санкт-Петербург;sale;flat;5;6;4;95.1;14980000;Центральный;Греческий проспект;15;Площадь Восстания;
Мир квартир элит Крестовский;real_estate_agent;https://spb.cian.ru/sale/flat/305144691/;Санкт-Петербург;sale;flat;1;7;4;136.5;165000000;Петроградский;Депутатская ;26;Крестовский остров;Венеция
Панорама;real_estate_agent;https://spb.cian.ru/sale/flat/302338468/;Санкт-Петербург;sale;flat;2;7;4;122.0;16390000;Василеостровский;18-я Васильевского острова линия;23;Горный институт;
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/313542803/;Санкт-Петербург;sale;flat;6;6;4;142.0;129000000;Центральный;переулок Басков;2;Чернышевская;Русский дом
Адвекс;real_estate_agent;https://spb.cian.ru/sale/flat/297562458/;Санкт-Петербург;sale;flat;4;5;4;93.0;10600000;Красногвардейский;шоссе Революции;112;Ладожская;
Экотон;real_estate_agent;https://spb.cian.ru/sale/flat/313789094/;Санкт-Петербург;sale;flat;2;9;4;76.3;13000000;Фрунзенский;Будапештская ;14К1;Международная;
Коллегия Риэлторов;real_estate_agent;https://spb.cian.ru/sale/flat/314968096/;Санкт-Петербург;sale;flat;3;5;4;88.9;16000000;Центральный;переулок Щербаков;2/58;Достоевская;
Monumental Group;real_estate_agent;https://spb.cian.ru/sale/flat/314011021/;Санкт-Петербург;sale;flat;7;7;4;169.0;75000000;Центральный;Исполкомская ;12;Площадь Александра Невского;
