author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ID 129507563;developer;https://spb.cian.ru/sale/flat/316094255/;Санкт-Петербург;sale;flat;2;10;2;58.4;18746400;Василеостровский;Кожевенная линия;;Горный институт;LEGENDA Васильевского
М16 Элит;real_estate_agent;https://spb.cian.ru/sale/flat/301133986/;Санкт-Петербург;sale;flat;5;11;2;88.0;42200000;Василеостровский; Одоевского;21к1;Приморская;Адмирал Ушаков
LEGENDA Development;developer;https://spb.cian.ru/sale/flat/314174048/;Санкт-Петербург;sale;flat;2;7;2;71.06;26381000;Приморский;Чёрная речка;;Черная речка;Черная речка, 41
Мария Рыськина;realtor;https://spb.cian.ru/sale/flat/312864834/;Санкт-Петербург;sale;flat;5;6;2;50.0;18200000;Петроградский;Введенская ;7;Чкаловская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312284982/;Санкт-Петербург;sale;flat;7;8;2;51.6;25598760;Петроградский;Ремесленная ;15;Спортивная;Neva Residence
Сити-Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/308232809/;Санкт-Петербург;sale;flat;1;9;2;44.0;7250000;Выборгский;проспект Просвещения;24/2;Проспект Просвещения;
ПИК;developer;https://spb.cian.ru/sale/flat/314521283/;Санкт-Петербург;sale;flat;4;12;2;54.1;17831360;Василеостровский;Гавань;;Горный институт;Шкиперский 19 ЖК
Ритм Эстейт;real_estate_agent;https://spb.cian.ru/sale/flat/304423731/;Санкт-Петербург;sale;flat;1;5;2;60.0;11550000;Невский;проспект Елизарова;18;Елизаровская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312287722/;Санкт-Петербург;sale;flat;7;9;2;75.7;;Петроградский;Петровский проспект;9к2;Чкаловская;Neva Haus
SPB Housing;real_estate_agent;https://spb.cian.ru/sale/flat/303782920/;Санкт-Петербург;sale;flat;10;11;2;58.1;22731120;Адмиралтейский;Московский проспект;73к4;Фрунзенская;Новомосковский
Красная Стрела;developer;https://spb.cian.ru/sale/flat/307313980/;Санкт-Петербург;sale;flat;2;9;2;59.36;23029414;Василеостровский;7-я Васильевского острова линия;84;Василеостровская;Регенбоген
РУСЛЕКС;real_estate_agent;https://spb.cian.ru/sale/flat/315501590/;Санкт-Петербург;sale;flat;9;12;2;55.0;9290000;Приморский;проспект Авиаконструкторов;17К1;Комендантский проспект;
Master-Group Real Estate;representative_developer;https://spb.cian.ru/sale/flat/313072966/;Санкт-Петербург;sale;flat;2;7;2;122.8;122800000;Центральный;набережная Воскресенская;32;Площадь Ленина;Приоритет
ID 96933525;homeowner;https://spb.cian.ru/sale/flat/315939919/;Санкт-Петербург;sale;flat;5;6;2;53.0;18000000;Вкусная двушка  в Московском е2-комн. квартира;53 м²;5/6 этаж;;
LEGENDA Development;developer;https://spb.cian.ru/sale/flat/312946768/;Санкт-Петербург;sale;flat;7;9;2;87.28;46167629;Василеостровский;20-я Васильевского острова линия;19;Василеостровская;Большой, 67
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/312163308/;Санкт-Петербург;sale;flat;9;10;2;65.3;25000000;Василеостровский;Уральская ;6;Спортивная;Самоцветы
RBI;developer;https://spb.cian.ru/sale/flat/310580916/;Санкт-Петербург;sale;flat;3;15;2;59.2;16529640;Выборгский;Шувалово-Озерки;;Проспект Просвещения;Струны
Мария Андриенко;realtor;https://spb.cian.ru/sale/flat/313783803/;Санкт-Петербург;sale;flat;3;5;2;67.4;43800000;Центральный;Невский проспект;66;Гостиный двор;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/296753888/;Санкт-Петербург;sale;flat;1;8;2;71.4;26418000;Петроградский;Петровский проспект;24к2;Крестовский остров;Петровский квартал на воде
ХэштегриэлТ;real_estate_agent;https://spb.cian.ru/sale/flat/312770476/;Санкт-Петербург;sale;flat;2;5;2;56.1;9299000;Невский;Ивановская ;18;Ломоносовская;
Master-Group Real Estate;representative_developer;https://spb.cian.ru/sale/flat/315242321/;Санкт-Петербург;sale;flat;7;8;2;42.8;30982984;Петроградский;набережная Реки Карповки;27;Петроградская;Клубный дом MELTZER HALL
Торговый Дом Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/316220759/;Санкт-Петербург;sale;flat;3;6;2;70.2;13000000;Центральный;Невский проспект;97;Площадь Восстания;
АМ;developer;https://spb.cian.ru/sale/flat/315211471/;Санкт-Петербург;sale;flat;9;10;2;42.6;24537600;Центральный;Херсонский проезд;6;Площадь Александра Невского;Апартаменты VIDI
Белый Дом;real_estate_agent;https://spb.cian.ru/sale/flat/315393007/;Санкт-Петербург;sale;flat;21;22;2;61.6;13400000;Невский; Ворошилова;25к1;Ладожская;Ладожский парк
City Solutions;developer;https://spb.cian.ru/sale/flat/312704964/;Санкт-Петербург;sale;flat;3;10;2;51.33;23458615;Приморский;набережная Черной речки;1;Черная речка;Министр
ID 22667781;realtor;https://spb.cian.ru/sale/flat/316222684/;Санкт-Петербург;sale;flat;18;24;2;77.0;28500000;Московский; Типанова;23с1;Московская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/315668598/;Санкт-Петербург;sale;flat;14;17;2;62.2;17540400;Василеостровский;проспект Крузенштерна;4;Горный институт;Морская набережная
М16 Элит;real_estate_agent;https://spb.cian.ru/sale/flat/304816882/;Санкт-Петербург;sale;flat;8;10;2;94.0;53000000;Центральный;Тверская ;1;Чернышевская;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/312221467/;Санкт-Петербург;sale;flat;7;8;2;94.9;49348000;Петроградский;Петровский проспект;28к1;Крестовский остров;Grand View
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/306348475/;Санкт-Петербург;sale;flat;3;5;2;43.4;7900000;Приморский;Сердобольская ;11;Черная речка;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312293936/;Санкт-Петербург;sale;flat;12;16;2;64.89;18642897;Василеостровский;Гавань;;Приморская;Морская Набережная ЖК
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/310079457/;Санкт-Петербург;sale;flat;2;12;2;49.2;8950000;Калининский;Светлановский проспект;48/19;Политехническая;
Интеском;developer;https://spb.cian.ru/sale/flat/311625957/;Санкт-Петербург;sale;flat;3;5;2;76.0;20140000;Выборгский; Береговая;6;Проспект Просвещения;Loft у Озера
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/310564934/;Санкт-Петербург;sale;flat;6;6;2;58.7;9700000;Василеостровский;Камская ;10;Приморская;
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/307963085/;Санкт-Петербург;sale;flat;3;9;2;72.98;31381400;Центральный;проспект Бакунина;33;Площадь Александра Невского;Bakunina 33
ID 12485657;unknown;https://spb.cian.ru/sale/flat/314644569/;Санкт-Петербург;sale;flat;5;5;2;43.4;10199000;Калининский;Гражданский проспект;15К2;Академическая;
Строительный холдинг Сенатор;developer;https://spb.cian.ru/sale/flat/309823847/;Санкт-Петербург;sale;flat;5;12;2;46.0;25148568;Курортный;Приморское шоссе;570Л;;МФК Морская ривьера
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/307627354/;Санкт-Петербург;sale;flat;14;14;2;50.7;11600000;Калининский;проспект Просвещения;87К1;Гражданский проспект;
Унистрой;developer;https://spb.cian.ru/sale/flat/292533582/;Санкт-Петербург;sale;flat;3;5;2;55.55;16110000;Курортный;;;Беговая;Лисино ЖК
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/308945506/;Санкт-Петербург;sale;flat;2;3;2;52.7;15500000;Приморский; Новая;51к4;Беговая;Квартал Лахта Парк
Винтеко;developer;https://spb.cian.ru/sale/flat/290200256/;Санкт-Петербург;sale;flat;4;7;2;119.8;52333084;Василеостровский;13-я Васильевского острова линия;50;Василеостровская;Клубный дом Манхэттен
Вадим Иванов;realtor;https://spb.cian.ru/sale/flat/311828311/;Санкт-Петербург;sale;flat;3;16;2;65.0;29900000;Василеостровский;проспект Крузенштерна;2;Приморская;Морская набережная
GloraX;developer;https://spb.cian.ru/sale/flat/315690162/;Санкт-Петербург;sale;flat;5;15;2;40.8;14526999;Красногвардейский;проспект Энергетиков;2к2;;Апарт-отель GloraX Заневский
RBI;developer;https://spb.cian.ru/sale/flat/306080907/;Санкт-Петербург;sale;flat;6;12;2;56.3;20583573;Невский;Невская застава;;Елизаровская;Литера ЖК
Вам к нам;real_estate_agent;https://spb.cian.ru/sale/flat/316171854/;Санкт-Петербург;sale;flat;3;14;2;50.9;8000000;Красногвардейский; Передовиков;29К1;Ладожская;
GloraX;developer;https://spb.cian.ru/sale/flat/312862548/;Санкт-Петербург;sale;flat;5;18;2;60.1;17378665;Василеостровский;проспект Крузенштерна;13;;GloraX Василеостровский
Гранит Инвест;real_estate_agent;https://spb.cian.ru/sale/flat/315288923/;Санкт-Петербург;sale;flat;18;25;2;68.0;18500000;Калининский;Бестужевская ;7к1;Лесная;Cinema
Vertical Московская;developer;https://spb.cian.ru/sale/flat/315469682/;Санкт-Петербург;sale;flat;11;26;2;35.0;9776257;Московский;Гагаринское;;Звездная;Апарт-отель Vertical Московская
АН РЕШЕНИЕ;real_estate_agent;https://spb.cian.ru/sale/flat/294514908/;Санкт-Петербург;sale;flat;2;12;2;50.6;9400000;Московский;Варшавская ;71;Московская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312288683/;Санкт-Петербург;sale;flat;14;18;2;42.66;13493358;Невский;;;Елизаровская;Цивилизация на Неве
ПАН Партнер;real_estate_agent;https://spb.cian.ru/sale/flat/308802504/;Санкт-Петербург;sale;flat;8;9;2;44.3;5190000;Красносельский; Спирина;2к1;Проспект Ветеранов;
Мегалит–Охта Групп;developer;https://spb.cian.ru/sale/flat/300709632/;Санкт-Петербург;sale;flat;2;16;2;66.68;16467158;Приморский;Коломяжский проспект;13к3;Пионерская;Приморский квартал
Lange and Smith;real_estate_agent;https://spb.cian.ru/sale/flat/315640687/;Санкт-Петербург;sale;flat;4;12;2;51.63;12870000;Московский;Новоизмайловское;;Звездная;Титул в Московском
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312285746/;Санкт-Петербург;sale;flat;8;11;2;65.3;24200180;Адмиралтейский;Измайловское;;Фрунзенская;ЛСР. Измайловский
Адмирал;real_estate_agent;https://spb.cian.ru/sale/flat/309574237/;Санкт-Петербург;sale;flat;6;11;2;46.68;12200000;Фрунзенский;Лиговский проспект;271;Обводный канал;Ligovsky city-Первый квартал
Леонид Дмитриев;realtor;https://spb.cian.ru/sale/flat/312747898/;Санкт-Петербург;sale;flat;16;16;2;56.1;7990000;Невский; Коллонтай;47К6;Улица Дыбенко;
Lange and Smith;real_estate_agent;https://spb.cian.ru/sale/flat/315694359/;Санкт-Петербург;sale;flat;11;13;2;62.4;14300000;Приморский; Плесецкая;4;Комендантский проспект;Ariosto!
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/315766390/;Санкт-Петербург;sale;flat;1;12;2;51.68;16000335;Невский;Невская застава;;Елизаровская;Астра Континенталь ЖК
ID 52322555;homeowner;https://spb.cian.ru/sale/flat/315738955/;Санкт-Петербург;sale;flat;6;10;2;45.6;11500000;Московский; Типанова;29;Московская;
Унистрой;developer;https://spb.cian.ru/sale/flat/292533682/;Санкт-Петербург;sale;flat;2;5;2;66.07;17740000;Курортный;;;Беговая;Лисино ЖК
МИДОМ;real_estate_agent;https://spb.cian.ru/sale/flat/315989808/;Санкт-Петербург;sale;flat;4;9;2;44.9;7950000;Фрунзенский;Дунайский проспект;42/79к1;Дунайская;
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/313299917/;Санкт-Петербург;sale;flat;6;7;2;76.6;30640000;Петроградский;набережная Реки Карповки;31к2;Петроградская;Северная Корона
ID 128173568;homeowner;https://spb.cian.ru/sale/flat/314329506/;Санкт-Петербург;sale;flat;2;13;2;50.0;22700000;Адмиралтейский;бульвар Измайловский;4к2;Фрунзенская;Галактика Pro
СМИРНОВ и К;real_estate_agent;https://spb.cian.ru/sale/flat/298794015/;Санкт-Петербург;sale;flat;4;4;2;60.9;11500000;Приморский; Савушкина;37;Черная речка;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/314508151/;Санкт-Петербург;sale;flat;9;12;2;52.66;13450233;Приморский;Коломяги;;Проспект Просвещения;Бионика Заповедная
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/313543257/;Санкт-Петербург;sale;flat;1;8;2;55.1;29950000;Петроградский;Барочная ;6;Чкаловская;Futurist
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/313552108/;Санкт-Петербург;sale;flat;11;25;2;53.3;12610780;Невский;Октябрьская набережная ЖК;;Ломоносовская;Октябрьская набережная ЖК
Вадим Иванов;realtor;https://spb.cian.ru/sale/flat/313829722/;Санкт-Петербург;sale;flat;11;26;2;75.0;31900000;Выборгский;проспект Тореза;118;Озерки;LENINGRAD
Прагма;developer;https://spb.cian.ru/sale/flat/305075492/;Санкт-Петербург;sale;flat;21;23;2;56.2;13896873;Выборгский;Парнас;;Парнас;Прагма city
ID 20233775;realtor;https://spb.cian.ru/sale/flat/315848787/;Санкт-Петербург;sale;flat;4;6;2;81.4;34000000;Центральный;Захарьевская ;27;Чернышевская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/313981479/;Санкт-Петербург;sale;flat;2;25;2;41.3;6764940;Красногвардейский;м. Гражданский проспект;;Гражданский проспект;Цветной Город
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/304979986/;Санкт-Петербург;sale;flat;4;8;2;70.0;34500000;Петроградский;Петровский проспект;22к2;Крестовский остров;Familia
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/310934872/;Санкт-Петербург;sale;flat;2;12;2;50.62;15900198;Московский;м. Ленинский проспект;;Ленинский проспект;Титул в Московском
ID 121872027;homeowner;https://spb.cian.ru/sale/flat/313466312/;Санкт-Петербург;sale;flat;4;9;2;70.3;39250000;Петроградский;Пионерская ;50;Чкаловская;Премьер Палас
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/311108391/;Санкт-Петербург;sale;flat;2;12;2;52.7;17100043;Московский;Кубинская ;76к1;Ленинский проспект;Сенат
БФА-Девелопмент;developer;https://spb.cian.ru/sale/flat/315985801/;Санкт-Петербург;sale;flat;6;24;2;61.12;14157000;Красносельский;Южно-Приморский;;Автово;Огни Залива ЖК
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/308049309/;Санкт-Петербург;sale;flat;1;4;2;51.44;14500584;Петродворцовый;проспект Буденного;18к3;Автово;Дворцовый фасад
NEWдвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/311745901/;Санкт-Петербург;sale;flat;4;4;2;41.7;6000000;Колпинский;Тверская ;22;Шушары;
Главстрой;developer;https://spb.cian.ru/sale/flat/313107395/;Санкт-Петербург;sale;flat;25;27;2;45.4;11075784;Выборгский;проезд Толубеевский;34к2;Проспект Просвещения;Северная долина
Адмирал;real_estate_agent;https://spb.cian.ru/sale/flat/312955881/;Санкт-Петербург;sale;flat;1;5;2;43.4;6199000;Кировский; Возрождения;23;Кировский завод;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/314478636/;Санкт-Петербург;sale;flat;12;17;2;49.98;16350007;Невский;Октябрьская набережная;;Елизаровская;SETL Ривьера
Этажи Санкт-Петербург;real_estate_agent;https://spb.cian.ru/sale/flat/316021027/;Санкт-Петербург;sale;flat;4;5;2;44.7;6200000;Калининский;проспект Науки;71К3;Академическая;
КВС;developer;https://spb.cian.ru/sale/flat/303058647/;Санкт-Петербург;sale;flat;2;4;2;53.72;11691141;Петродворцовый;м. Ленинский проспект;;Ленинский проспект;Любоград ЖК
Экотон;real_estate_agent;https://spb.cian.ru/sale/flat/315566193/;Санкт-Петербург;sale;flat;5;5;2;41.7;6250000;Московский;проспект Космонавтов;52К3;Звездная;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/313080781/;Санкт-Петербург;sale;flat;4;12;2;71.39;18650459;Приморский;Коломяги;;Озерки;Прайм Приморский ЖК
МОНОЛИТ ПЛЮС;real_estate_agent;https://spb.cian.ru/sale/flat/315485967/;Санкт-Петербург;sale;flat;5;5;2;44.0;6300000;Калининский; Карпинского;28К2;Академическая;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/313208715/;Санкт-Петербург;sale;flat;2;12;2;55.1;15929410;Красногвардейский;Большая Охта;;Ладожская;ЛСР Большая Охта ЖК
ПАН Партнер;real_estate_agent;https://spb.cian.ru/sale/flat/315095288/;Санкт-Петербург;sale;flat;5;9;2;42.1;6900000;Кировский; Подводника Кузьмина;54;Ленинский проспект;
К-25;developer;https://spb.cian.ru/sale/flat/302924773/;Санкт-Петербург;sale;flat;4;12;2;37.5;9450000;Приморский;Камышовая ;25;Комендантский проспект;YE'S Primorsky Комплекс Апартаментов
АРИН;real_estate_agent;https://spb.cian.ru/sale/flat/315617001/;Санкт-Петербург;sale;flat;6;12;2;49.0;7200000;Красногвардейский; Коммуны;26к1;Ладожская;
ID 129759419;homeowner;https://spb.cian.ru/sale/flat/316037656/;Санкт-Петербург;sale;flat;8;9;2;45.9;4700000;Красносельский;Кингисеппское шоссе;10к1;Проспект Ветеранов;
Главстрой;developer;https://spb.cian.ru/sale/flat/315815278/;Санкт-Петербург;sale;flat;11;27;2;56.1;12753494;Выборгский;проезд Толубеевский;32;Проспект Просвещения;Северная долина
Адмирал;real_estate_agent;https://spb.cian.ru/sale/flat/315987877/;Санкт-Петербург;sale;flat;5;12;2;55.2;15499000;Московский;Черниговская ;17;Московские ворота;Квартал Che
КВС;developer;https://spb.cian.ru/sale/flat/294621899/;Санкт-Петербург;sale;flat;12;17;2;54.99;16587375;Калининский;Финляндский;;;Квартал бизнес-класса Б15
ID 107013231;homeowner;https://spb.cian.ru/sale/flat/315318313/;Санкт-Петербург;sale;flat;6;9;2;55.0;8400000;Красносельский;Нарвская ;4к1;Проспект Ветеранов;
Брусника;developer;https://spb.cian.ru/sale/flat/313488704/;Санкт-Петербург;sale;flat;3;16;2;62.05;20670000;Василеостровский;Морской;;Приморская;Северный Ветер ЖК
Петербургская Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/308418439/;Санкт-Петербург;sale;flat;3;13;2;56.59;13200000;Василеостровский; Чирикова;5;Приморская;Аквилон ZALIVE
Монолит;developer;https://spb.cian.ru/sale/flat/305445751/;Санкт-Петербург;sale;flat;2;15;2;52.6;9744000;Невский; Крыленко;14с3;Улица Дыбенко;WINGS апартаменты на Крыленко
КВС;developer;https://spb.cian.ru/sale/flat/302672740/;Санкт-Петербург;sale;flat;3;4;2;59.07;13191317;Петродворцовый;м. Ленинский проспект;;Ленинский проспект;Любоград ЖК
Домината;real_estate_agent;https://spb.cian.ru/sale/flat/279203647/;Санкт-Петербург;sale;flat;4;5;2;70.0;14200000;Петроградский;Кронверкский проспект;53;Горьковская;
ДомИн;real_estate_agent;https://spb.cian.ru/sale/flat/311203043/;Санкт-Петербург;sale;flat;5;9;2;45.7;8000000;Невский;Народная ;73;Ломоносовская;
АВЕНТИН;real_estate_agent;https://spb.cian.ru/sale/flat/315878953/;Санкт-Петербург;sale;flat;7;12;2;70.0;14999900;Красносельский;Ленинский проспект;72к1;Ленинский проспект;Оптимист
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/315765952/;Санкт-Петербург;sale;flat;7;12;2;49.99;16600154;Московский;м. Ленинский проспект;;Ленинский проспект;Титул в Московском
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/314763773/;Санкт-Петербург;sale;flat;8;12;2;52.3;8000000;Колпинский;Московская ;3;Шушары;
ID 126325977;homeowner;https://spb.cian.ru/sale/flat/311992225/;Санкт-Петербург;sale;flat;8;9;2;50.0;10300000;Выборгский;проспект Тореза;9;Площадь Мужества;
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/313919416/;Санкт-Петербург;sale;flat;3;13;2;38.4;8351011;Кировский;проспект Стачек;62Е;Автово;Industrial AVENIR
Минаков недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/311087460/;Санкт-Петербург;sale;flat;7;12;2;49.3;7450000;Калининский;Светлановский проспект;44К2;Политехническая;
Домината;real_estate_agent;https://spb.cian.ru/sale/flat/296566827/;Санкт-Петербург;sale;flat;2;5;2;51.2;13950000;Центральный;переулок Басков;27;Чернышевская;
GloraX;developer;https://spb.cian.ru/sale/flat/314442825/;Санкт-Петербург;sale;flat;8;14;2;56.8;18289999;Красногвардейский;проспект Энергетиков;2к1;;GloraX Заневский
FRAN;real_estate_agent;https://spb.cian.ru/sale/flat/309180407/;Санкт-Петербург;sale;flat;4;5;2;54.0;12790000;Василеостровский;21-я Васильевского острова линия;16к7;Горный институт;
