author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Самолет Плюс Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/315970466/;Екатеринбург;sale;flat;3;5;5;112.8;11700000;Октябрьский; Тверитина;16;Геологическая;
Кулиговская и Партнёры;real_estate_agent;https://ekb.cian.ru/sale/flat/304394910/;Екатеринбург;sale;flat;7;8;5;220.7;45000000;Центр; Карла Маркса;25;Геологическая;
Ориентир. Недвижимость;real_estate_agent;https://ekb.cian.ru/sale/flat/316072765/;Екатеринбург;sale;flat;2;5;5;123.3;12240000;Кировский; Малышева;132;Площадь 1905 года;
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/304409079/;Екатеринбург;sale;flat;6;17;5;145.8;24000000;Центр; Карла Маркса;12;Геологическая;
ID 127127155;homeowner;https://ekb.cian.ru/sale/flat/312946841/;Екатеринбург;sale;flat;5;5;5;95.0;11100000;Центр;переулок Красный;8А;Динамо;
Л & ПАРТНЕРЫ;real_estate_agent;https://ekb.cian.ru/sale/flat/312284406/;Екатеринбург;sale;flat;18;19;5;140.0;25000000;Центр;переулок Красный;8Б;Динамо;
Новый ориентир;real_estate_agent;https://ekb.cian.ru/sale/flat/314928320/;Екатеринбург;sale;flat;13;16;5;219.0;40000000;Центр; Белинского;32;Геологическая;
Кулиговская и Партнёры;real_estate_agent;https://ekb.cian.ru/sale/flat/313038654/;Екатеринбург;sale;flat;3;3;5;257.7;31500000;Ленинский; Кольцевая;28;Чкаловская;
Самолет Плюс Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/300096859/;Екатеринбург;sale;flat;10;10;5;197.7;18000000;Кировский; Уральская;1;Уральская;
Геннадий Бибиков;realtor;https://ekb.cian.ru/sale/flat/312759785/;Екатеринбург;sale;flat;24;25;5;298.0;49980000;Центр; Шейнкмана;119;Геологическая;
Богданов и Партнёры;real_estate_agent;https://ekb.cian.ru/sale/flat/313584799/;Екатеринбург;sale;flat;5;7;5;276.0;79000000;Центр; Красноармейская;66;Геологическая;
Кулиговская и Партнёры;real_estate_agent;https://ekb.cian.ru/sale/flat/308644180/;Екатеринбург;sale;flat;1;3;5;271.5;54990000;Октябрьский; Луначарского;240к5;Геологическая;
АСВ;real_estate_agent;https://ekb.cian.ru/sale/flat/309532434/;Екатеринбург;sale;flat;7;10;5;158.2;21150000;Центр; Сакко и Ванцетти;105к2;Геологическая;
Кулиговская и Партнёры;real_estate_agent;https://ekb.cian.ru/sale/flat/316213198/;Екатеринбург;sale;flat;20;26;5;131.3;24300000;Кировский; Гагарина;9;Динамо;DISCOVERY RESIDENCE
ID 128574083;homeowner;https://ekb.cian.ru/sale/flat/316167917/;Екатеринбург;sale;flat;1;9;5;95.7;10000000;Кировский; Красина;4;Уральская;
DDA Real Estate;real_estate_agent;https://ekb.cian.ru/sale/flat/311698463/;Екатеринбург;sale;flat;2;16;5;190.0;21000000;Верх-Исетский; Гурзуфская;16;Геологическая;
РИМ;real_estate_agent;https://ekb.cian.ru/sale/flat/293975367/;Екатеринбург;sale;flat;8;16;5;115.3;10400000;Орджоникидзевский; Калинина;6;Уралмаш;
Кулиговская и Партнёры;real_estate_agent;https://ekb.cian.ru/sale/flat/294271922/;Екатеринбург;sale;flat;13;16;5;229.0;49000000;Центр; Белинского;32;Геологическая;
Евгений Циранов;realtor;https://ekb.cian.ru/sale/flat/305764708/;Екатеринбург;sale;flat;5;6;5;261.7;20300000;Орджоникидзевский; Культуры;21А;Уралмаш;
Без Границ;real_estate_agent;https://ekb.cian.ru/sale/flat/315484412/;Екатеринбург;sale;flat;26;28;5;199.0;72635600;Центр; Попова;18;Площадь 1905 года;Ленина 8
Новосёл;real_estate_agent;https://ekb.cian.ru/sale/flat/307533122/;Екатеринбург;sale;flat;1;10;5;92.0;9000000;; Сурикова;50;Чкаловская;
Диляра Шалагинова;realtor;https://ekb.cian.ru/sale/flat/313623812/;Екатеринбург;sale;flat;6;16;5;222.8;30000000;Верх-Исетский; Малышева;3;Площадь 1905 года;
ID 52939293;homeowner;https://ekb.cian.ru/sale/flat/315770474/;Екатеринбург;sale;flat;7;9;5;120.0;11860000;Верх-Исетский; Викулова;46А;Геологическая;
ГРАНАТ;real_estate_agent;https://ekb.cian.ru/sale/flat/315536756/;Екатеринбург;sale;flat;3;10;5;88.4;7500000;Железнодорожный; Расточная;22;Уральская;
ID 58559457;homeowner;https://ekb.cian.ru/sale/flat/309161325/;Екатеринбург;sale;flat;5;7;5;169.0;15000000;Орджоникидзевский; 40-летия Октября;42к1;Уралмаш;
КупиДом;real_estate_agent;https://ekb.cian.ru/sale/flat/312866416/;Екатеринбург;sale;flat;10;10;5;229.7;41300000;Центр; Московская;1;Площадь 1905 года;
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/312549919/;Екатеринбург;sale;flat;11;16;5;141.0;23500000;Верх-Исетский; Радищева;53к1;Геологическая;
Союз;real_estate_agent;https://ekb.cian.ru/sale/flat/306312440/;Екатеринбург;sale;flat;9;9;5;240.0;62000000;Центр; Николая Никонова;8;Динамо;
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/312716233/;Екатеринбург;sale;flat;1;9;5;97.2;7400000;Верх-Исетский; Черепанова;4;Уральская;
ДОМОС КЛУБ;real_estate_agent;https://ekb.cian.ru/sale/flat/312106677/;Екатеринбург;sale;flat;12;16;5;146.0;34000000;Центр;переулок Красный;1А;Динамо;
ГРАНАТ;real_estate_agent;https://ekb.cian.ru/sale/flat/307526952/;Екатеринбург;sale;flat;10;10;5;183.4;55570000;Центр; Сакко и Ванцетти;57А;Площадь 1905 года;
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/315942067/;Екатеринбург;sale;flat;16;18;5;160.0;17000000;Кировский; Смазчиков;3;Уральская;
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/310705449/;Екатеринбург;sale;flat;8;10;5;115.4;17700000;; Щорса;24;Чкаловская;
Profrealt;real_estate_agent;https://ekb.cian.ru/sale/flat/303773209/;Екатеринбург;sale;flat;1;10;5;89.8;12000000;Кировский; Учителей;22;Машиностроителей;
Макромир Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/313183964/;Екатеринбург;sale;flat;1;10;5;92.0;7990000;Железнодорожный; Расточная;15к8;Уральская;
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/315873326/;Екатеринбург;sale;flat;1;3;5;169.2;9999000;; Медногорская;9;Геологическая;
ID 52313706;homeowner;https://ekb.cian.ru/sale/flat/284633432/;Екатеринбург;sale;flat;6;13;5;165.0;33500000;Центр; Декабристов;75;Геологическая;
АЗБУКА НЕДВИЖИМОСТИ;real_estate_agent;https://ekb.cian.ru/sale/flat/307002923/;Екатеринбург;sale;flat;11;13;5;141.0;23500000;Верх-Исетский; Радищева;53к1;Геологическая;
Этажи Екатеринбург;real_estate_agent;https://ekb.cian.ru/sale/flat/313663231/;Екатеринбург;sale;flat;9;28;5;160.2;48600000;Центр; Попова;18;Площадь 1905 года;Ленина 8
РИМ;real_estate_agent;https://ekb.cian.ru/sale/flat/304160639/;Екатеринбург;sale;flat;3;10;5;130.0;16500000;Орджоникидзевский; Красных Командиров;16;Проспект Космонавтов;
Новый адрес;real_estate_agent;https://ekb.cian.ru/sale/flat/305165953/;Екатеринбург;sale;flat;3;10;5;147.0;23000000;Центр; Карла Маркса;12;Геологическая;
ДОМОС КЛУБ;real_estate_agent;https://ekb.cian.ru/sale/flat/310635505/;Екатеринбург;sale;flat;23;24;5;180.0;23580000;Чкаловский; Братская;27к1;Ботаническая;
ID 105134751;homeowner;https://ekb.cian.ru/sale/flat/293074286/;Екатеринбург;sale;flat;8;10;5;176.0;25000000;Октябрьский; Мичурина;239;Геологическая;
ГРАНАТ;real_estate_agent;https://ekb.cian.ru/sale/flat/309800662/;Екатеринбург;sale;flat;1;9;5;91.0;8500000;Чкаловский; Бисертская;131;Ботаническая;
