author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Балтийская коммерция;developer;https://spb.cian.ru/sale/flat/313478978/;Санкт-Петербург;sale;flat;2;9;3;109.51;50265000;Петроградский; Малая Зеленина;4;Чкаловская;Квадрия
ID 12938077;realtor;https://spb.cian.ru/sale/flat/308827735/;Санкт-Петербург;sale;flat;5;5;3;86.7;18850000;Выборгский;проспект Энгельса;7В;Пионерская;
ПИК;developer;https://spb.cian.ru/sale/flat/292512722/;Санкт-Петербург;sale;flat;2;9;3;80.0;27184000;Адмиралтейский;Измайловское;к 2.1;Балтийская;Лермонтовский 54 ЖК
SPB Housing;real_estate_agent;https://spb.cian.ru/sale/flat/306554024/;Санкт-Петербург;sale;flat;4;13;3;109.2;28681380;Василеостровский;набережная Реки Смоленки;35к1;Приморская;Айно
GloraX;developer;https://spb.cian.ru/sale/flat/288171977/;Санкт-Петербург;sale;flat;2;14;3;93.9;22073999;Красногвардейский;проспект Энергетиков;2к1;;GloraX Заневский
Monumental Group;real_estate_agent;https://spb.cian.ru/sale/flat/314258734/;Санкт-Петербург;sale;flat;13;15;3;151.0;99000000;Петроградский;Пионерская ;50;Чкаловская;Премьер Палас
Брусника;developer;https://spb.cian.ru/sale/flat/311709973/;Санкт-Петербург;sale;flat;3;16;3;87.96;27170000;Василеостровский;Морской;;Приморская;Северный Ветер ЖК
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/298392017/;Санкт-Петербург;sale;flat;5;6;3;86.8;82000000;Петроградский;Спортивная ;2;Крестовский остров;Крестовский de luxe
Proflat;real_estate_agent;https://spb.cian.ru/sale/flat/314668961/;Санкт-Петербург;sale;flat;3;4;3;74.1;11890000;Адмиралтейский;12-я Красноармейская ;21;Балтийская;
ФСК;representative_developer;https://spb.cian.ru/sale/flat/313457391/;Санкт-Петербург;sale;flat;10;16;3;50.09;11778490;Московский;Московское шоссе;13ЖЗ;Звездная;Апартаменты AVENUE-APART ПУЛКОВО
Реал;real_estate_agent;https://spb.cian.ru/sale/flat/315565376/;Санкт-Петербург;sale;flat;6;7;3;62.4;11900000;Адмиралтейский;Бронницкая ;37;Фрунзенская;
Парадайс;real_estate_agent;https://spb.cian.ru/sale/flat/313146126/;Санкт-Петербург;sale;flat;8;17;3;75.0;11980000;Приморский;Парашютная ;31к2;Комендантский проспект;
AAG;developer;https://spb.cian.ru/sale/flat/298267705/;Санкт-Петербург;sale;flat;3;7;3;74.6;41533127;Василеостровский;12-я Васильевского острова линия;41к2;Василеостровская;Amo
ID 6169330;homeowner;https://spb.cian.ru/sale/flat/313948392/;Санкт-Петербург;sale;flat;2;5;3;66.2;15800000;Выборгский;Лесной проспект;37к5;Лесная;
Интеском;developer;https://spb.cian.ru/sale/flat/294140959/;Санкт-Петербург;sale;flat;2;5;3;96.7;26379760;Выборгский; Береговая;6;Проспект Просвещения;Loft у Озера
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/306597393/;Санкт-Петербург;sale;flat;13;15;3;151.0;99900000;Петроградский;Пионерская ;50;Чкаловская;Премьер Палас
СМИРНОВ и К;real_estate_agent;https://spb.cian.ru/sale/flat/310691289/;Санкт-Петербург;sale;flat;5;5;3;55.7;8800000;Калининский; Хлопина;7К1;Площадь Мужества;
ID 129507563;developer;https://spb.cian.ru/sale/flat/316094340/;Санкт-Петербург;sale;flat;5;10;3;83.72;25810876;Василеостровский;Кожевенная линия;;Горный институт;LEGENDA Васильевского
Этажи Санкт-Петербург;real_estate_agent;https://spb.cian.ru/sale/flat/316025346/;Санкт-Петербург;sale;flat;5;5;3;55.0;14900000;Московский; Ленсовета;31;Московская;
GloraX;developer;https://spb.cian.ru/sale/flat/315688099/;Санкт-Петербург;sale;flat;14;14;3;83.8;22446665;Красногвардейский;проспект Энергетиков;2к1;;GloraX Заневский
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/305392223/;Санкт-Петербург;sale;flat;4;7;3;199.1;134990000;Петроградский;Морской проспект;;Крестовский остров;Морской 33
РусланD;real_estate_agent;https://spb.cian.ru/sale/flat/315383730/;Санкт-Петербург;sale;flat;7;9;3;63.0;8700000;Выборгский;проспект Художников;24К3;Проспект Просвещения;
RBI;developer;https://spb.cian.ru/sale/flat/310072584/;Санкт-Петербург;sale;flat;2;17;3;83.74;19985782;Приморский;м. Комендантский проспект;;Комендантский проспект;ЦДС Дримлайн ЖК
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/292149080/;Санкт-Петербург;sale;flat;3;10;3;123.6;96000000;Петроградский;Ждановская ;45;Крестовский остров;Леонтьевский мыс
ЦЕХ НЕДВИЖИМОСТИ;real_estate_agent;https://spb.cian.ru/sale/flat/315522190/;Санкт-Петербург;sale;flat;5;9;3;57.8;7890000;Красногвардейский;проспект Ударников;15К1;Ладожская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312285098/;Санкт-Петербург;sale;flat;3;4;3;66.4;16374240;Пушкинский;;;Звездная;Пулково Lake ЖК
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/313865765/;Санкт-Петербург;sale;flat;5;9;3;137.0;90000000;Петроградский;Кемская ;1;Крестовский остров;
ID 87739446;homeowner;https://spb.cian.ru/sale/flat/312399526/;Санкт-Петербург;sale;flat;5;5;3;56.9;7700000;Невский;Народная ;33;Ломоносовская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312292834/;Санкт-Петербург;sale;flat;2;22;3;63.1;9250460;Красногвардейский;Полюстрово;;Девяткино;Пейзажный квартал Цветной Город ЖК
Роман Корякин;realtor;https://spb.cian.ru/sale/flat/311498334/;Санкт-Петербург;sale;flat;2;14;3;77.68;21790000;Приморский;Студенческая ;14к2;Лесная;Terra
Master-Group Real Estate;representative_developer;https://spb.cian.ru/sale/flat/315242335/;Санкт-Петербург;sale;flat;3;8;3;70.7;35138395;Петроградский;набережная Реки Карповки;27;Петроградская;Клубный дом MELTZER HALL
Proflat;real_estate_agent;https://spb.cian.ru/sale/flat/306782925/;Санкт-Петербург;sale;flat;1;9;3;65.0;8300000;Невский; Дыбенко;12К1;Улица Дыбенко;
City Solutions;developer;https://spb.cian.ru/sale/flat/312704994/;Санкт-Петербург;sale;flat;2;10;3;92.75;34049744;Приморский;набережная Черной речки;1;Черная речка;Министр
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312287870/;Санкт-Петербург;sale;flat;2;17;3;73.2;;Василеостровский;проспект Крузенштерна;4;Горный институт;Морская набережная
SPB Housing;real_estate_agent;https://spb.cian.ru/sale/flat/307671059/;Санкт-Петербург;sale;flat;7;13;3;109.3;29581188;Василеостровский;набережная Реки Смоленки;35к1;Приморская;Айно
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/303025984/;Санкт-Петербург;sale;flat;2;7;3;129.8;73596600;Петроградский;Петровский проспект;28к2;Крестовский остров;Grand View
Active Unity;real_estate_agent;https://spb.cian.ru/sale/flat/311469548/;Санкт-Петербург;sale;flat;4;10;3;101.0;33950000;Петроградский;Петрозаводская ;13;Чкаловская;Петроградский эталон
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/315470004/;Санкт-Петербург;sale;flat;9;14;3;90.47;21115698;Василеостровский;Гавань;;Приморская;Морская Набережная ЖК
SPB Housing;real_estate_agent;https://spb.cian.ru/sale/flat/311184158/;Санкт-Петербург;sale;flat;2;11;3;120.1;35873870;Адмиралтейский;набережная Обводного Канала;108;Фрунзенская;
Престиж;real_estate_agent;https://spb.cian.ru/sale/flat/315933955/;Санкт-Петербург;sale;flat;9;16;3;100.0;42900000;Приморский;Ушаковская набережная;3к2;Черная речка;Riverside
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/293263696/;Санкт-Петербург;sale;flat;3;9;3;96.78;42099300;Центральный;проспект Бакунина;33;Площадь Восстания;Bakunina 33
Содружество Петербургских брокеров;real_estate_agent;https://spb.cian.ru/sale/flat/315955373/;Санкт-Петербург;sale;flat;3;12;3;112.6;58700000;Петроградский;Пионерская ;50;Чкаловская;Премьер Палас
Строительный холдинг Сенатор;developer;https://spb.cian.ru/sale/flat/310645774/;Санкт-Петербург;sale;flat;9;12;3;75.5;42975500;Курортный;Приморское шоссе;570Л;;МФК Морская ривьера
Active Unity;real_estate_agent;https://spb.cian.ru/sale/flat/311469545/;Санкт-Петербург;sale;flat;6;6;3;140.0;65000000;Центральный;Шпалерная ;50Б;Чернышевская;
Унистрой;developer;https://spb.cian.ru/sale/flat/304265635/;Санкт-Петербург;sale;flat;2;5;3;76.18;22140000;Курортный;;;Беговая;Лисино ЖК
Active Unity;real_estate_agent;https://spb.cian.ru/sale/flat/311522878/;Санкт-Петербург;sale;flat;7;10;3;174.0;97500000;Петроградский;Ждановская ;45;Крестовский остров;Леонтьевский мыс
Винтеко;developer;https://spb.cian.ru/sale/flat/290200358/;Санкт-Петербург;sale;flat;3;7;3;141.1;71046291;Василеостровский;13-я Васильевского острова линия;50;Василеостровская;Клубный дом Манхэттен
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/307717582/;Санкт-Петербург;sale;flat;3;4;3;100.0;110000000;Василеостровский;проспект Средний Васильевского острова;83с2;Горный институт;LOFT NA SREDNEM
RBI;developer;https://spb.cian.ru/sale/flat/306081031/;Санкт-Петербург;sale;flat;7;12;3;84.2;31010237;Невский;Невская застава;;Елизаровская;Литера ЖК
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/313402766/;Санкт-Петербург;sale;flat;2;7;3;139.2;139200000;Центральный;набережная Воскресенская;32;Чернышевская;Приоритет
GloraX;developer;https://spb.cian.ru/sale/flat/309036730/;Санкт-Петербург;sale;flat;17;18;3;79.9;26372665;Василеостровский;проспект Крузенштерна;13;;GloraX Василеостровский
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/313542870/;Санкт-Петербург;sale;flat;3;7;3;127.2;152640000;Центральный;набережная Воскресенская;32;Чернышевская;Приоритет
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/309580818/;Санкт-Петербург;sale;flat;2;9;3;114.9;36710550;Выборгский; Александра Матросова;1;Лесная;Притяжение
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/313542867/;Санкт-Петербург;sale;flat;5;7;3;120.4;156520000;Центральный;набережная Воскресенская;32;Чернышевская;Приоритет
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/308049338/;Санкт-Петербург;sale;flat;1;12;3;76.32;21750284;Невский;Невская застава;;Елизаровская;Астра Континенталь ЖК
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/313542303/;Санкт-Петербург;sale;flat;6;7;3;121.9;170660000;Центральный;набережная Воскресенская;32;Площадь Ленина;Приоритет
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/314452291/;Санкт-Петербург;sale;flat;5;5;3;72.0;24500000;Центральный; Рубинштейна;14;Достоевская;
ДомИн;real_estate_agent;https://spb.cian.ru/sale/flat/314364560/;Санкт-Петербург;sale;flat;14;16;3;68.8;15300000;Фрунзенский;проспект Славы;21;Проспект Славы;
АН РЕШЕНИЕ;real_estate_agent;https://spb.cian.ru/sale/flat/315971367/;Санкт-Петербург;sale;flat;2;9;3;62.16;8800000;Невский; Тельмана;32К1;Ломоносовская;
ДомИн;real_estate_agent;https://spb.cian.ru/sale/flat/313700782/;Санкт-Петербург;sale;flat;16;17;3;82.3;16900000;3 ком.кв в Московском е3-комн. квартира;16/17 этаж;;;
ГК Стоун;developer;https://spb.cian.ru/sale/flat/312733208/;Санкт-Петербург;sale;flat;2;6;3;117.9;11245500;Пушкинский;Московское шоссе;262к3;Шушары;Полет
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/313402760/;Санкт-Петербург;sale;flat;7;7;3;180.8;271200000;Центральный;набережная Воскресенская;32;Чернышевская;Приоритет
Гранит Инвест;real_estate_agent;https://spb.cian.ru/sale/flat/313688170/;Санкт-Петербург;sale;flat;7;9;3;72.3;10400000;Красносельский; Партизана Германа;8К2;Ленинский проспект;
ID 103183051;homeowner;https://spb.cian.ru/sale/flat/315608687/;Санкт-Петербург;sale;flat;4;10;3;73.0;10300000;Приморский; Шаврова;9;Комендантский проспект;
Главстрой;developer;https://spb.cian.ru/sale/flat/313107275/;Санкт-Петербург;sale;flat;13;27;3;74.2;14760606;Выборгский;проезд Толубеевский;34к3;Проспект Просвещения;Северная долина
ПАН Партнер;real_estate_agent;https://spb.cian.ru/sale/flat/310582481/;Санкт-Петербург;sale;flat;9;12;-1;78.6;3550000;Невский;Шлиссельбургский проспект;8К2;Рыбацкое;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/315766132/;Санкт-Петербург;sale;flat;2;12;3;84.83;24300275;Невский;Октябрьская набережная;;Елизаровская;SETL Ривьера
ПАН Партнер;real_estate_agent;https://spb.cian.ru/sale/flat/314582732/;Санкт-Петербург;sale;flat;4;4;3;54.6;5600000;Колпинский;проспект Ленина;57;Шушары;
КВС;developer;https://spb.cian.ru/sale/flat/308057881/;Санкт-Петербург;sale;flat;2;4;3;70.58;15300404;Петродворцовый;м. Ленинский проспект;;Ленинский проспект;Любоград ЖК
ПАН Партнер;real_estate_agent;https://spb.cian.ru/sale/flat/309274754/;Санкт-Петербург;sale;flat;1;5;3;60.5;6900000;Калининский;Гражданский проспект;106К3;Гражданский проспект;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/315765793/;Санкт-Петербург;sale;flat;2;12;3;84.73;20350112;Приморский;Коломяги;;Озерки;Прайм Приморский ЖК
Экотон;real_estate_agent;https://spb.cian.ru/sale/flat/303645355/;Санкт-Петербург;sale;flat;8;9;3;60.0;7350000;Красносельский; Партизана Германа;6;Ленинский проспект;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312294521/;Санкт-Петербург;sale;flat;2;12;3;74.9;20200530;Красногвардейский;Большая Охта;;Ладожская;ЛСР Большая Охта ЖК
INHAUS;real_estate_agent;https://spb.cian.ru/sale/flat/315489784/;Санкт-Петербург;sale;flat;1;9;3;60.5;7500000;Выборгский;Сиреневый бульвар;8К1;Проспект Просвещения;
Мегалит–Охта Групп;developer;https://spb.cian.ru/sale/flat/297024344/;Санкт-Петербург;sale;flat;3;25;3;85.23;19813851;Приморский;Коломяжский проспект;13к2;Пионерская;Приморский квартал
ГК Стоун;developer;https://spb.cian.ru/sale/flat/311385969/;Санкт-Петербург;sale;flat;9;11;3;71.0;9423390;Пушкинский;Московское шоссе;262к4;Шушары;Полет
ДомИн;real_estate_agent;https://spb.cian.ru/sale/flat/298732198/;Санкт-Петербург;sale;flat;1;9;3;56.2;7990000;Красногвардейский; Коммуны;44к2;Ладожская;
КВС;developer;https://spb.cian.ru/sale/flat/295838177/;Санкт-Петербург;sale;flat;3;5;3;74.61;15552830;Пушкинский;;;Звездная;ЮгТаун ЖК
ДомИн;real_estate_agent;https://spb.cian.ru/sale/flat/313962640/;Санкт-Петербург;sale;flat;3;3;3;81.5;8050000;Петродворцовый;Суворовская ;7к1;Проспект Ветеранов;
КВС;developer;https://spb.cian.ru/sale/flat/315257652/;Санкт-Петербург;sale;flat;2;10;3;81.57;30728555;Фрунзенский;Курская ;27;Обводный канал;Дом на Курской
Apollons;real_estate_agent;https://spb.cian.ru/sale/flat/314585208/;Санкт-Петербург;sale;flat;5;5;3;56.5;8150000;Калининский; Софьи Ковалевской;5К2;Академическая;
КВС;developer;https://spb.cian.ru/sale/flat/300646355/;Санкт-Петербург;sale;flat;4;17;3;77.53;22620948;Калининский;Финляндский;;;Квартал бизнес-класса Б15
Кремлёвские Ключи;real_estate_agent;https://spb.cian.ru/sale/flat/315661603/;Санкт-Петербург;sale;flat;1;9;3;54.6;8390000;Фрунзенский; Белы Куна;27к1;Международная;
ID 124192277;homeowner;https://spb.cian.ru/sale/flat/309587597/;Санкт-Петербург;sale;flat;4;5;3;55.5;8500000;Выборгский;Светлановский проспект;21;Пионерская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312287102/;Санкт-Петербург;sale;flat;23;23;3;72.55;26342905;Красносельский;Юго-Запад;;Автово;Морская миля ЖК
АРИН;real_estate_agent;https://spb.cian.ru/sale/flat/312805011/;Санкт-Петербург;sale;flat;1;5;3;60.2;8500000;Калининский; Верности;20;Академическая;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/314507049/;Санкт-Петербург;sale;flat;2;4;3;76.12;16950630;Пушкинский;;;Шушары;Юнивер Сити ЖК
ДомИн;real_estate_agent;https://spb.cian.ru/sale/flat/304638249/;Санкт-Петербург;sale;flat;3;5;3;54.6;8550000;Красногвардейский;проспект Металлистов;18;Новочеркасская;
ФСК;developer;https://spb.cian.ru/sale/flat/305407664/;Санкт-Петербург;sale;flat;9;17;3;82.11;12825992;Невский; Архивная;3к1;Новочеркасская;Апартаменты Zoom на Неве
Константин Михайловер;realtor;https://spb.cian.ru/sale/flat/303173209/;Санкт-Петербург;sale;flat;5;20;3;85.5;11990000;Приморский;Парашютная ;56к1;Комендантский проспект;Каменка
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/314685704/;Санкт-Петербург;sale;flat;2;5;3;81.65;18800443;Московский;Пулковский меридиан;;Звездная;Парадный ансамбль
РКМ Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/308319287/;Санкт-Петербург;sale;flat;16;25;3;104.0;37000000;Московский; Типанова;27/39;Московская;
Аватерра;real_estate_agent;https://spb.cian.ru/sale/flat/314328906/;Санкт-Петербург;sale;flat;3;9;3;53.8;10100000;Фрунзенский;Белградская ;6К2;Международная;
GloraX;developer;https://spb.cian.ru/sale/flat/309036737/;Санкт-Петербург;sale;flat;18;18;3;77.0;25349999;Василеостровский;проспект Крузенштерна;13;;GloraX Василеостровский
QASABO;real_estate_agent;https://spb.cian.ru/sale/flat/310770781/;Санкт-Петербург;sale;flat;7;9;3;102.3;38490000;Петроградский;Ждановская ;29;Чкаловская;Идеальный мир
FisherGroup;real_estate_agent;https://spb.cian.ru/sale/flat/315476242/;Санкт-Петербург;sale;flat;9;9;3;58.7;10750000;Московский;проспект Космонавтов;19К1;Парк Победы;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/312933760/;Санкт-Петербург;sale;flat;2;8;3;89.44;46285200;Василеостровский;;;Горный институт;Империал Клаб ЖК
Роман Корякин;realtor;https://spb.cian.ru/sale/flat/308540504/;Санкт-Петербург;sale;flat;8;19;3;89.4;30490000;Василеостровский;Морской;;Приморская;Глоракс Премиум Василеостровский ЖК
Apollons;real_estate_agent;https://spb.cian.ru/sale/flat/311613272/;Санкт-Петербург;sale;flat;2;4;3;68.4;14700000;Петроградский;Большая Монетная ;31-33В;Петроградская;
ПИК;developer;https://spb.cian.ru/sale/flat/305857555/;Санкт-Петербург;sale;flat;7;12;3;84.8;28713280;Василеостровский;Гавань;;Горный институт;Шкиперский 19 ЖК
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/308902553/;Санкт-Петербург;sale;flat;2;19;3;82.0;25000000;Калининский;Учительская ;18к3;Гражданский проспект;
Аристократ;real_estate_agent;https://spb.cian.ru/sale/flat/314059913/;Санкт-Петербург;sale;flat;6;16;3;102.0;21300000;Василеостровский;Капитанская ;4;Приморская;
Балтийская коммерция;developer;https://spb.cian.ru/sale/flat/306971664/;Санкт-Петербург;sale;flat;5;9;3;92.5;36630000;Петроградский; Чапаева;17к2;Горьковская;Мануфактура James Beck
Суслов недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/314041566/;Санкт-Петербург;sale;flat;6;7;3;90.2;21900000;Василеостровский;18-я Васильевского острова линия;23;Горный институт;
КВС;developer;https://spb.cian.ru/sale/flat/315974040/;Санкт-Петербург;sale;flat;1;4;3;71.46;15296600;Петродворцовый;проспект Буденного;24к3;Ленинский проспект;Любоград
ПетербургНедвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/298633601/;Санкт-Петербург;sale;flat;1;5;3;54.7;6900000;Калининский;Гражданский проспект;15К2;Академическая;
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/310273190/;Санкт-Петербург;sale;flat;8;12;3;90.25;20500188;Приморский;Коломяги;;Проспект Просвещения;Бионика Заповедная
Омега;real_estate_agent;https://spb.cian.ru/sale/flat/314398021/;Санкт-Петербург;sale;flat;7;9;3;59.3;9400000;Калининский; Руставели;52;Гражданский проспект;
ID 39842925;unknown;https://spb.cian.ru/sale/flat/315052473/;Санкт-Петербург;sale;flat;1;4;3;85.8;17424000;Приморский;Ивановская ;10;Беговая;Лисий Нос green
ДомИн;real_estate_agent;https://spb.cian.ru/sale/flat/315341129/;Санкт-Петербург;sale;flat;2;13;3;89.4;22490000;Фрунзенский;Малая Бухарестская ;12;Дунайская;Новое Купчино
ID 93163645;realtor;https://spb.cian.ru/sale/flat/314722481/;Санкт-Петербург;sale;flat;1;7;3;66.5;10300000;Адмиралтейский;Бронницкая ;37;Фрунзенская;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/312287828/;Санкт-Петербург;sale;flat;5;9;3;144.5;62915300;Петроградский;Петровский проспект;11к3;Спортивная;Neva Haus
Гранит Инвест;real_estate_agent;https://spb.cian.ru/sale/flat/307830644/;Санкт-Петербург;sale;flat;3;10;3;101.8;42560140;Центральный;Шпалерная ;60;Чернышевская;
Александр Барков;realtor;https://spb.cian.ru/sale/flat/316068731/;Санкт-Петербург;sale;flat;6;9;3;76.0;11990000;Фрунзенский;Дунайский проспект;48К1;Дунайская;
БФА-Девелопмент;developer;https://spb.cian.ru/sale/flat/302588313/;Санкт-Петербург;sale;flat;5;24;3;81.55;18081000;Красносельский;Южно-Приморский;;Автово;Огни Залива ЖК
ДомИн;real_estate_agent;https://spb.cian.ru/sale/flat/314846319/;Санкт-Петербург;sale;flat;6;10;3;67.6;13950000;Приморский;Яхтенная ;5К1;Беговая;
NEDmax;real_estate_agent;https://spb.cian.ru/sale/flat/310739044/;Санкт-Петербург;sale;flat;4;16;3;91.1;27500000;Московский;Варшавская ;6к1;Электросила;Московский квартал
АУРУМ;real_estate_agent;https://spb.cian.ru/sale/flat/300838410/;Санкт-Петербург;sale;flat;3;9;3;118.5;42000000;Василеостровский;проспект Средний Васильевского острова;85;Горный институт;
Красная Стрела;developer;https://spb.cian.ru/sale/flat/314943232/;Санкт-Петербург;sale;flat;2;9;3;83.57;30535492;Василеостровский;7-я Васильевского острова линия;84;Василеостровская;Регенбоген
ПРАЙМ недвижимость - Пушкинская;real_estate_agent;https://spb.cian.ru/sale/flat/309752559/;Санкт-Петербург;sale;flat;4;9;3;56.8;9300000;Фрунзенский; Белы Куна;13К4;Международная;
Мир Квартир PREMIUM;real_estate_agent;https://spb.cian.ru/sale/flat/315952766/;Санкт-Петербург;sale;flat;6;6;3;116.7;37000000;Центральный; Маяковского;14;Маяковская;
AAG;developer;https://spb.cian.ru/sale/flat/303634245/;Санкт-Петербург;sale;flat;5;9;3;106.9;67024752;Петроградский;Пионерская ;53;Чкаловская;Avant
МАЖОРДОМ;real_estate_agent;https://spb.cian.ru/sale/flat/299275057/;Санкт-Петербург;sale;flat;3;12;3;79.8;11250000;Приморский;Планерная ;55К1;Комендантский проспект;
Недвижимость Про;real_estate_agent;https://spb.cian.ru/sale/flat/299555806/;Санкт-Петербург;sale;flat;8;9;3;74.3;10200000;Калининский;Гражданский проспект;130К1;Гражданский проспект;
